food_key,food_description,food_category,allowed_no_restriction,allowed_vegetarian,allowed_vegan,allowed_pescatarian,allowed_halal_friendly,allowed_kosher_style,allowed_gluten_free,allowed_lactose_free,allowed_nut_free,allowed_low_sodium_aware,blocked_profiles
fish eel mixed species raw,"Fish, eel, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish grouper mixed species raw,"Fish, grouper, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish haddock raw,"Fish, haddock, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish halibut greenland raw,"Fish, halibut, Greenland, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish herring eggs on giant kelp pacific (alaska native),"Fish, herring eggs on giant kelp, Pacific (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish herring eggs pacific dry (alaska native),"Fish, herring eggs, Pacific, dry (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish herring eggs pacific plain (alaska native),"Fish, herring eggs, Pacific, plain (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish herring atlantic raw,"Fish, herring, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish herring pacific raw,"Fish, herring, Pacific, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish ling raw,"Fish, ling, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish lingcod liver (alaska native),"Fish, lingcod, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish lingcod meat raw (alaska native),"Fish, lingcod, meat, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish lingcod raw,"Fish, lingcod, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish mackerel atlantic raw,"Fish, mackerel, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish mackerel king raw,"Fish, mackerel, king, raw",Finfish and Shellfish Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish mackerel spanish raw,"Fish, mackerel, spanish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish mahimahi raw,"Fish, mahimahi, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish milkfish raw,"Fish, milkfish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,0,1,1,vegetarian|vegan|lactose free
fish monkfish raw,"Fish, monkfish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish mullet striped raw,"Fish, mullet, striped, raw",Finfish and Shellfish Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish ocean perch atlantic raw,"Fish, ocean perch, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish perch mixed species raw,"Fish, perch, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pike northern liver (alaska native),"Fish, pike, northern, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish pike northern raw,"Fish, pike, northern, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pike walleye raw,"Fish, pike, walleye, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pollock alaska raw,"Fish, pollock, Alaska, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pollock alaska raw (may contain additives to retain moisture),"Fish, pollock, Alaska, raw (may contain additives to retain moisture)",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pollock atlantic raw,"Fish, pollock, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pollock raw,"Fish, pollock, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pompano florida raw,"Fish, pompano, florida, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish pout ocean raw,"Fish, pout, ocean, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish rockfish pacific mixed species raw,"Fish, rockfish, Pacific, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish roe mixed species raw,"Fish, roe, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish roughy orange raw,"Fish, roughy, orange, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sablefish raw,"Fish, sablefish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon atlantic farm raised raw,"Fish, salmon, Atlantic, farm raised, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon atlantic farmed raw,"Fish, salmon, Atlantic, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon atlantic wild raw,"Fish, salmon, Atlantic, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon chinook raw,"Fish, salmon, chinook, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon chum raw,"Fish, salmon, chum, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon coho (silver) raw (alaska native),"Fish, salmon, coho (silver), raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon coho farmed raw,"Fish, salmon, coho, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon coho wild raw,"Fish, salmon, coho, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon king (chinook) raw (alaska native),"Fish, salmon, king (chinook), raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon king chinook liver (alaska native),"Fish, salmon, king, chinook, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish salmon pink raw,"Fish, salmon, pink, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon sockeye (red) raw (alaska native),"Fish, salmon, sockeye (red), raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon sockeye raw,"Fish, salmon, sockeye, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish salmon sockeye wild caught raw,"Fish, salmon, sockeye, wild caught, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish scup raw,"Fish, scup, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sea bass mixed species raw,"Fish, sea bass, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish seatrout mixed species raw,"Fish, seatrout, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish shad american raw,"Fish, shad, american, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish shark mixed species raw,"Fish, shark, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sheefish raw (alaska native),"Fish, sheefish, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sheepshead raw,"Fish, sheepshead, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish smelt rainbow raw,"Fish, smelt, rainbow, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish snapper mixed species raw,"Fish, snapper, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish spot raw,"Fish, spot, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sturgeon mixed species raw,"Fish, sturgeon, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sucker white raw,"Fish, sucker, white, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish sunfish pumpkin seed raw,"Fish, sunfish, pumpkin seed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish surimi,"Fish, surimi",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish swordfish raw,"Fish, swordfish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tilapia farm raised raw,"Fish, tilapia, farm raised, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tilapia raw,"Fish, tilapia, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tilefish raw,"Fish, tilefish, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish trout brook raw new york state,"Fish, trout, brook, raw, New York State",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish trout mixed species raw,"Fish, trout, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish trout rainbow farmed raw,"Fish, trout, rainbow, farmed, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish trout rainbow wild raw,"Fish, trout, rainbow, wild, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tuna salad,"Fish, tuna salad",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tuna fresh bluefin raw,"Fish, tuna, fresh, bluefin, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tuna fresh skipjack raw,"Fish, tuna, fresh, skipjack, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish tuna fresh yellowfin raw,"Fish, tuna, fresh, yellowfin, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish turbot european raw,"Fish, turbot, european, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish whitefish broad liver (alaska native),"Fish, whitefish, broad, liver (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
fish whitefish eggs (alaska native),"Fish, whitefish, eggs (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish whitefish mixed species raw,"Fish, whitefish, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish whitefish mixed species raw (alaska native),"Fish, whitefish, mixed species, raw (Alaska Native)",American Indian/Alaska Native Foods,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish whiting mixed species raw,"Fish, whiting, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish wolffish atlantic raw,"Fish, wolffish, Atlantic, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fish yellowtail mixed species raw,"Fish, yellowtail, mixed species, raw",Finfish and Shellfish Products,1,0,0,1,1,1,1,1,1,1,vegetarian|vegan
fonio grain dry raw,"Fonio, grain, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
frog legs raw,"Frog legs, raw",Finfish and Shellfish Products,1,1,1,1,1,1,1,1,1,1,
game meat antelope raw,"Game meat, antelope, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bear raw,"Game meat, bear, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat beaver raw,"Game meat, beaver, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat beefalo composite of cuts raw,"Game meat, beefalo, composite of cuts, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison chuck shoulder clod separable lean only raw,"Game meat, bison, chuck, shoulder clod, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison ribeye separable lean only trimmed to 0 fat raw,"Game meat, bison, ribeye, separable lean only, trimmed to 0"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison separable lean only raw,"Game meat, bison, separable lean only, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison shoulder clod separable lean only trimmed to 0 fat raw,"Game meat, bison, shoulder clod, separable lean only, trimmed to 0"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison top round separable lean only 1 steak raw,"Game meat, bison, top round, separable lean only, 1"" steak, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat bison top sirloin separable lean only trimmed to 0 fat raw,"Game meat, bison, top sirloin, separable lean only, trimmed to 0"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat boar wild raw,"Game meat, boar, wild, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat buffalo water raw,"Game meat, buffalo, water, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat caribou raw,"Game meat, caribou, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat deer raw,"Game meat, deer, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat elk raw,"Game meat, elk, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat goat raw,"Game meat, goat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat horse raw,"Game meat, horse, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat moose raw,"Game meat, moose, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat muskrat raw,"Game meat, muskrat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat rabbit domesticated composite of cuts raw,"Game meat, rabbit, domesticated, composite of cuts, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat rabbit wild raw,"Game meat, rabbit, wild, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
game meat squirrel raw,"Game meat, squirrel, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
garlic raw,"Garlic, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
ginger root raw,"Ginger root, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
goose domesticated meat only raw,"Goose, domesticated, meat only, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
goose liver raw,"Goose, liver, raw",Poultry Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
gooseberries raw,"Gooseberries, raw",Fruits and Fruit Juices,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
gourd dishcloth (towelgourd) raw,"Gourd, dishcloth (towelgourd), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
gourd white-flowered (calabash) raw,"Gourd, white-flowered (calabash), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
grape leaves raw,"Grape leaves, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
grapefruit raw white california,"Grapefruit, raw, white, California",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapefruit raw white florida,"Grapefruit, raw, white, Florida",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapefruit raw white all areas,"Grapefruit, raw, white, all areas",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapes american type (slip skin) raw,"Grapes, american type (slip skin), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapes green seedless raw,"Grapes, green, seedless, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapes muscadine raw,"Grapes, muscadine, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapes red or green (european type such as thompson seedless) raw,"Grapes, red or green (European type, such as Thompson seedless), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
grapes red seedless raw,"Grapes, red, seedless, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
groundcherries (cape-gooseberries or poha) raw,"Groundcherries, (cape-gooseberries or poha), raw",Fruits and Fruit Juices,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
guavas common raw,"Guavas, common, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
guavas strawberry raw,"Guavas, strawberry, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
guinea hen meat only raw,"Guinea hen, meat only, raw",Poultry Products,1,1,1,1,1,1,1,1,1,1,
hormel always tender boneless pork loin fresh pork,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
hormel always tender center cut chops fresh pork,"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
hormel always tender pork loin filets lemon garlic-flavored,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
hormel always tender pork tenderloin peppercorn-flavored,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
hormel always tender pork tenderloin teriyaki-flavored,"HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored",Pork Products,1,0,0,0,0,0,1,1,1,1,vegetarian|vegan|pescatarian|halal friendly|kosher style
house foods premium firm tofu,HOUSE FOODS Premium Firm Tofu,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
house foods premium soft tofu,HOUSE FOODS Premium Soft Tofu,Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
hazelnuts beaked (northern plains indians),"Hazelnuts, beaked (Northern Plains Indians)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,0,1,nut free
hearts of palm raw,"Hearts of palm, raw",Vegetables and Vegetable Products,1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
horned melon (kiwano),Horned melon (Kiwano),Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
huckleberries raw (alaska native),"Huckleberries, raw (Alaska Native)",American Indian/Alaska Native Foods,1,1,1,1,1,1,1,1,1,1,
hyacinth beans mature seeds raw,"Hyacinth beans, mature seeds, raw",Legumes and Legume Products,1,1,1,1,1,1,1,1,1,1,
hyacinth-beans immature seeds raw,"Hyacinth-beans, immature seeds, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
jackfruit raw,"Jackfruit, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
java-plum (jambolan) raw,"Java-plum, (jambolan), raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
jerusalem-artichokes raw,"Jerusalem-artichokes, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
jew s ear (pepeao) raw,"Jew's ear, (pepeao), raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
jujube raw,"Jujube, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
jute potherb raw,"Jute, potherb, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
kale raw,"Kale, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
kefir lowfat plain lifeway,"Kefir, lowfat, plain, LIFEWAY",Dairy and Egg Products,1,1,1,1,1,1,1,1,1,1,
kefir lowfat strawberry lifeway,"Kefir, lowfat, strawberry, LIFEWAY",Dairy and Egg Products,1,1,1,1,1,1,1,1,1,1,
khorasan grain dry raw,"Khorasan, grain, dry, raw",Cereal Grains and Pasta,1,1,1,1,1,1,1,1,1,1,
kiwifruit (kiwi) green peeled raw,"Kiwifruit (kiwi), green, peeled, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
kiwifruit zespri sungold raw,"Kiwifruit, ZESPRI SunGold, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
kiwifruit green raw,"Kiwifruit, green, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
kohlrabi raw,"Kohlrabi, raw",Vegetables and Vegetable Products,1,1,1,1,1,1,1,1,1,1,
kumquats raw,"Kumquats, raw",Fruits and Fruit Juices,1,1,1,1,1,1,1,1,1,1,
lamb australian imported fresh composite of trimmed retail cuts separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh external fat raw,"Lamb, Australian, imported, fresh, external fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh foreshank separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, foreshank, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg bottom boneless separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg center slice bone-in separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, center slice, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg hindshank heel on bone-in separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, hindshank, heel on, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg shank half separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, shank half, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg sirloin chops boneless separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg sirloin half boneless separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh leg trotter off bone-in separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, leg, trotter off, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh loin separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh rib chop rack roast frenched bone-in separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh seam fat raw,"Lamb, Australian, imported, fresh, seam fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh separable fat raw,"Lamb, Australian, imported, fresh, separable fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh shoulder arm separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh shoulder blade separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb australian imported fresh tenderloin boneless separable lean only trimmed to 1 8 fat raw,"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported intermuscular fat raw,"Lamb, New Zealand, imported, Intermuscular fat, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
lamb new zealand imported brains raw,"Lamb, New Zealand, imported, brains, raw","Lamb, Veal, and Game Products",1,0,0,0,1,1,1,1,1,1,vegetarian|vegan|pescatarian
